Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.96621951,72.30119512,72.634,72.95965854,73.27473171,73.57629268,73.85841463,74.12065854,74.36307317,74.58568293,74.7924878,74.98746341,75.17604878
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.42353659,71.64426829,71.92829268,72.26163415,72.62892683,73.00792683,73.374,73.70692683,73.99443902,74.22814634,74.41102439,74.55295122,74.67417073
Latin America & Caribbean (all income levels),LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.62804901,71.90761525,72.17934859,72.43957289,72.69296321,72.94219882,73.18927897,73.43343409,73.67727985,73.91590059,74.15776055,74.40010917,74.63865383
Least developed countries: UN classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.42270768,55.85931802,56.3184098,56.79916073,57.29762511,57.80797794,58.32391594,58.83669439,59.33860987,59.82349463,60.28471129,60.71825248,61.12517103
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.64898397,56.05687272,56.50206728,56.97817753,57.47945315,58.00121581,58.53953485,59.08662615,59.63340541,60.17017752,60.68526134,61.16897344,61.61872471
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.82682927,79.27560976,79.63658537,79.96097561,81.77073171,80.66829268,80.94878049,81.29512195,82.68292683,81.5,81.84146341,81.79268293,82.38292683
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.15712195,71.90095122,72.57368293,73.0942439,73.43402439,73.60073171,73.63602439,73.62002439,73.61995122,73.66119512,73.75526829,73.89929268,74.06804878
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.78826612,63.09858279,63.4034446,63.71438793,64.027108,64.33209403,64.63622562,64.92946835,65.20697559,65.48604739,65.7500497,65.98916856,66.20902445
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.60013751,65.91669736,66.22447131,66.52845344,66.82317424,67.10053168,67.37248384,67.63486441,67.88920825,68.14841001,68.39296577,68.63156694,68.85343044
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.18297561,45.67168293,44.5434878,43.8247561,43.53346341,43.65773171,44.14834146,44.88221951,45.7392439,46.63458537,47.48341463,48.2197561,48.836
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.0195122,71.65853659,71.76097561,72.06097561,71.96097561,71.25365854,71.05609756,70.9,71.81219512,72.91463415,73.26829268,73.56341463,73.86341463
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.87317073,77.82439024,77.96585366,77.72682927,79.12195122,79.43170732,79.28780488,79.38292683,80.53902439,80.63658537,80.63170732,80.98780488,81.39268293
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.31463415,70.76097561,70.96097561,71.26585366,72.02682927,71.35609756,70.86585366,71.0195122,72.4195122,73.0804878,73.48292683,73.57560976,73.77804878
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.62282927,77.83465854,78.04197561,78.24629268,78.44812195,78.64902439,78.85156098,79.05726829,79.26614634,79.47770732,79.69295122,79.90982927,80.12778049
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.97073171,77.17073171,77.37073171,77.57073171,77.72195122,77.87073171,78.07073171,78.22195122,78.37073171,78.57073171,78.72195122,78.87073171,79.02195122
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.13858537,68.33070732,68.51539024,68.69719512,68.88063415,69.07168293,69.2737561,69.48626829,69.70817073,69.93743902,70.17158537,70.40912195,70.64312195
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.898,67.101,67.31573171,67.52014634,67.70317073,67.85973171,67.99173171,68.11109756,68.22729268,68.34180488,68.45812195,68.57529268,68.69341463
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.47280488,59.11360976,59.69917073,60.2355122,60.72870732,61.18678049,61.62236585,62.048,62.4747561,62.90765854,63.34973171,63.79890244,64.24863415
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.46160976,70.51185366,71.52341463,72.46621951,73.32380488,74.08456098,74.74960976,75.33743902,75.86709756,76.34641463,76.78631707,77.19287805,77.57382927
Middle East & North Africa (all income levels),MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.6659273,69.90560573,70.11928823,70.32086973,70.52945068,70.72401026,71.02768735,71.23013779,71.34695901,71.56136789,71.7710833,71.98005392,72.18730286
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.26526829,74.51097561,74.75058537,74.9917561,75.23656098,75.48553659,75.73665854,75.98439024,76.22665854,76.46146341,76.69029268,76.91417073,77.13507317
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.23902439,,,,,,,,,,,,
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.08929705,67.4072297,67.70933952,68.00215695,68.27973249,68.53316482,68.77683485,69.00727534,69.22760087,69.45453965,69.66763043,69.87864337,70.07561806
"Macedonia, FYR",MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.24219512,73.4557561,73.64734146,73.8155122,73.9607561,74.08890244,74.20673171,74.32295122,74.44590244,74.57846341,74.72214634,74.8745122,75.03126829
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.0554878,49.52429268,50.02390244,50.53080488,51.033,51.52253659,51.99443902,52.45382927,52.9032439,53.34219512,53.77073171,54.19082927,54.60392683
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.2,78.84390244,78.73902439,78.54634146,79.25365854,79.3,79.43902439,79.79268293,79.63658537,80.24146341,81.39756098,80.74634146,80.74634146
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.02421951,62.32960976,62.62995122,62.92273171,63.20543902,63.47656098,63.73158537,63.96953659,64.18941463,64.39373171,64.583,64.7612439,64.93246341
Middle East & North Africa (developing only),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.10234212,69.32563289,69.52975864,69.71563454,69.8996093,70.07831056,70.26503811,70.45179981,70.63627175,70.82682901,71.02233947,71.22535911,71.431472
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.02136585,73.77463415,73.58860976,73.4897561,73.48721951,73.57480488,73.73092683,73.91726829,74.10204878,74.27134146,74.41673171,74.53936585,74.64987805
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.92370732,63.40260976,63.89595122,64.38326829,64.85182927,65.28780488,65.6827561,66.03743902,66.35712195,66.64121951,66.89460976,67.12470732,67.33943902
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.42541463,47.52629268,47.59285366,47.65704878,47.73582927,47.85063415,48.01641463,48.23214634,48.49382927,48.79943902,49.13707317,49.48782927,49.83626829
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.67292683,59.77009756,59.87439024,59.98685366,60.10943902,60.24260976,60.38680488,60.53946341,60.6975122,60.85943902,61.0232439,61.18695122,61.35060976
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.66341463,71.76585366,71.96585366,72.12130081,72.27674797,72.43219512,72.43219512,72.57073171,72.57073171,72.88243902,72.96731707,73.26682927,73.56634146
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.03421951,46.28092683,46.7112439,47.31204878,48.06580488,48.93997561,49.89058537,50.86329268,51.80573171,52.683,53.46570732,54.13995122,54.72378049
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.85141463,73.03136585,73.20419512,73.36987805,73.52997561,73.687,73.84304878,74.00068293,74.16146341,74.32592683,74.49558537,74.66839024,74.84229268
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.89243196,77.00732664,77.10751133,77.26868497,77.61525412,77.63035437,77.88876568,78.08830499,78.19587646,78.34995445,78.77451716,78.88247241,78.99040047
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.12070732,54.40468293,54.10509756,54.27897561,54.92346341,55.97743902,57.32487805,58.78080488,60.18407317,61.44090244,62.48029268,63.27717073,63.88114634
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.9195122,74.83170732,75.10243902,75.27073171,75.51463415,75.16829268,76.46097561,75.94634146,76.11512195,76.28390244,75.82604878,76.03995122,76.25341463
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.70590244,51.40729268,52.10187805,52.78870732,53.46378049,54.12014634,54.75141463,55.35314634,55.92539024,56.46821951,56.98563415,57.48263415,57.96617073
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.624,46.88117073,47.21973171,47.63773171,48.12565854,48.6644878,49.22863415,49.79160976,50.32939024,50.8304878,51.28941463,51.7102439,52.10902439
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.64658537,70.11992683,70.58885366,71.04495122,71.48631707,71.90995122,72.31636585,72.7064878,73.0822439,73.44412195,73.79512195,74.13470732,74.46539024
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.98780488,78.1902439,78.29268293,78.49268293,79.09512195,79.34634146,79.69756098,80.09756098,80.25121951,80.54878049,80.70243902,81.20487805,81.10487805
High income: nonOECD,NOC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.81196448,69.07562118,68.97201635,69.02854372,69.44612731,69.54783139,70.44246654,71.09789859,71.45355435,72.06067889,72.31760526,72.87009128,73.44282465
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.63414634,78.78536585,78.98780488,79.3902439,79.84146341,80.04146341,80.34390244,80.39512195,80.59268293,80.79512195,80.99756098,81.29512195,81.45121951
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.04270732,62.62360976,63.18302439,63.722,64.2434878,64.748,65.23953659,65.72009756,66.19019512,66.65229268,67.10492683,67.54956098,67.98270732
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.63658537,78.69268293,78.84634146,79.14634146,79.54878049,79.85121951,80.04878049,80.15121951,80.35121951,80.70243902,80.70243902,80.90487805,81.15609756
High income: OECD,OEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.89225029,78.15412966,78.29762103,78.43357536,78.85475258,78.96184223,79.33432566,79.54234159,79.68963691,79.91278046,80.18653769,80.47392439,80.68511914
OECD members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.07646734,77.35464895,77.52306289,77.68263573,78.08497434,78.21802968,78.57723374,78.79334126,78.96159494,79.18900104,79.45847803,79.74158795,79.95512974
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.35658537,72.79021951,73.21331707,73.62441463,74.023,74.40760976,74.77380488,75.12060976,75.44704878,75.75460976,76.04580488,76.32314634,76.59104878
Other small states,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.33131138,56.01099536,55.93792242,55.93415624,56.10778482,56.40937417,56.81733696,57.29961363,57.78662657,58.28204224,58.73162074,59.15579212,59.5348701
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.88597561,64.16092683,64.43039024,64.69136585,64.94082927,65.1747561,65.39312195,65.59590244,65.78463415,65.96126829,66.12634146,66.28387805,66.43587805
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.11663415,75.30390244,75.48621951,75.66321951,75.83656098,76.00890244,76.18346341,76.36385366,76.55117073,76.74646341,76.94870732,77.15680488,77.36809756
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.50543902,70.95239024,71.36692683,71.74756098,72.09680488,72.41860976,72.72097561,73.01487805,73.30729268,73.60368293,73.90509756,74.21053659,74.51553659
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.79665854,66.94129268,67.08192683,67.21904878,67.35421951,67.48992683,67.62819512,67.77056098,67.91853659,68.07160976,68.23026829,68.3914878,68.55373171
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.49365854,,,,,69.12926829,,,,,,,
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.79929268,59.1387561,59.50139024,59.87978049,60.265,60.64358537,60.99802439,61.31690244,61.59121951,61.8205122,62.00780488,62.16212195,62.29892683
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.74878049,74.2,74.49756098,74.59756098,74.84634146,74.99512195,75.14390244,75.24390244,75.54390244,75.69512195,76.24634146,76.74634146,76.79756098
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.68926829,77.06682927,77.7604878,78.07121951,78.17585366,78.29609756,78.41634146,78.42585366,78.55892683,78.00778049,78.1822439,78.35885366,78.53553659
"Korea, Dem. Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.98256098,65.80365854,66.64829268,67.3542439,67.85982927,68.1565122,68.29173171,68.37417073,68.48939024,68.66097561,68.89792683,69.18880488,69.50063415
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.31463415,76.81463415,77.06585366,77.2195122,77.67073171,78.07073171,78.4195122,78.32195122,78.52439024,78.72682927,79.02682927,80.47073171,80.37317073
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.07670732,70.34690244,70.61504878,70.87156098,71.11092683,71.32656098,71.5134878,71.67421951,71.81180488,71.92778049,72.02665854,72.11346341,72.19373171
Pacific island small states,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.73601286,67.03673458,67.32601603,67.60508068,67.87293789,68.13874495,68.37232186,68.60621374,68.83225843,69.05165434,69.26609634,69.47661826,69.68339061
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.45,72.80068293,73.15263415,73.51056098,73.87031707,74.22668293,74.56995122,74.89097561,75.18517073,75.45197561,75.69339024,75.91602439,76.12902439
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.82014634,76.95082927,77.07697561,77.20160976,77.3247561,77.44892683,77.57717073,77.711,77.84992683,77.99595122,78.14604878,78.29968293,78.45380488
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.16341463,71.16097561,71.0097561,71.3097561,71.59427561,71.87889512,72.16341463,72.56585366,72.56585366,73.3097561,73.45853659,74.56341463,74.56341463
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.34146341,65.48780488,65.08536585,65.00756098,65.42121951,65.47,66.64317073,67.49756098,67.84878049,68.60487805,68.85609756,69.65853659,70.46097561
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.64265854,49.13078049,50.43785366,51.86207317,53.45509756,55.1924878,56.9757561,58.64790244,60.09246341,61.28002439,62.21214634,62.92241463,63.49285366
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.65774191,63.05031593,63.43931387,63.82240478,64.19563654,64.55571213,64.90042118,65.22841674,65.54064285,65.83764848,66.11971662,66.388859,66.64470691
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.6147561,72.89734146,73.17085366,73.43434146,73.69029268,73.9382439,74.17863415,74.4115122,74.63787805,74.8592439,75.07560976,75.288,75.49690244
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.978,58.3332439,58.71280488,59.11163415,59.52119512,59.92636585,60.31053659,60.66256098,60.97539024,61.24646341,61.47829268,61.67941463,61.86395122
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.77426829,58.17041463,58.67685366,59.26165854,59.89929268,60.54970732,61.16868293,61.72353659,62.19263415,62.56441463,62.84187805,63.04258537,63.20217073
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.05121951,78.35121951,78.69512195,79.03902439,79.4902439,79.9902439,80.14146341,80.44146341,80.7902439,81.24146341,81.54146341,81.74390244,82.14390244
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.83673171,63.46560976,64.06236585,64.61409756,65.11287805,65.5534878,65.93512195,66.26780488,66.56221951,66.82568293,67.06665854,67.29221951,67.50707317
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.11160976,38.84646341,39.64663415,40.48607317,41.33317073,42.14521951,42.88253659,43.5264878,44.06746341,44.50143902,44.83895122,45.10258537,45.32904878
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.55878049,69.75082927,69.95195122,70.14958537,70.34773171,70.54639024,70.75056098,70.9602439,71.17795122,71.40265854,71.63441463,71.86870732,72.10453659
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.6195122,80.97317073,81.1195122,81.2195122,81.72195122,81.97560976,82.1804878,82.50609756,82.83170732,82.99554324,83.15937916,83.32321508,
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.87826829,51.22280488,51.50185366,51.77190244,52.05290244,52.35585366,52.68278049,53.01865854,53.3545122,53.68934146,54.02365854,54.35795122,54.6912439
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.13658537,72.18536585,72.28536585,72.43658537,72.58292683,72.63414634,73.15512195,73.38292683,73.63658537,73.68536585,73.93658537,74.58536585,75.23414634
Sub-Saharan Africa (developing only),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.2199646,50.44736314,50.76376155,51.16295316,51.64425497,52.19768363,52.80966323,53.45597829,54.11026865,54.75267838,55.36250524,55.925648,56.4419985
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.2344878,49.61987805,49.98531707,50.3422439,50.70112195,51.07590244,51.48102439,51.92146341,52.39919512,52.91470732,53.465,54.04556098,54.64295122
Sub-Saharan Africa (all income levels),SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.21804824,50.44531731,50.76156669,51.16060194,51.641747,52.19502972,52.80687992,53.4530853,54.10728722,54.74963372,55.35942225,55.9225517,56.43890783
Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.5263437,60.32728216,60.36568617,60.33939073,60.50344011,60.76644446,61.09035372,61.47156013,61.8540188,62.23926306,62.58872366,62.91182524,63.20306578
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.29253659,63.47797561,63.70185366,63.96512195,64.26129268,64.57690244,64.89246341,65.188,65.45004878,65.67209756,65.85368293,66.00326829,66.13487805
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.92917073,68.01197561,68.14397561,68.32963415,68.56597561,68.8444878,69.15214634,69.46790244,69.77570732,70.06702439,70.33582927,70.58112195,70.81139024
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.05121951,73.40243902,73.60487805,73.60487805,73.95853659,73.90487805,74.20487805,74.20731707,74.70487805,74.9097561,75.11219512,75.95853659,76.1097561
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.41219512,75.75853659,76.00731707,76.85853659,77.20731707,77.61219512,78.08658537,78.56097561,78.76585366,78.97073171,79.42195122,79.97073171,80.12439024
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.64390244,79.79512195,79.84634146,80.09512195,80.49756098,80.54634146,80.74878049,80.9,81.1,81.35121951,81.45121951,81.80243902,81.70487805
Swaziland,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.66407317,47.43409756,46.52331707,45.95809756,45.74534146,45.86007317,46.24136585,46.77239024,47.34582927,47.8927561,48.3457561,48.66139024,48.85063415
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,74.54390244,74.53658537,75.58780488,,,
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,72.95365854,71.02926829,72.6097561,72.13170732,72.21707317,73.19268293,73.16341463,73.03414634,73.19756098,72.72439024,72.72439024
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.33029268,73.61158537,73.90002439,74.1895122,74.4704878,74.71668293,74.89782927,74.99780488,75.01512195,74.96246341,74.86763415,74.77058537,74.71070732
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.68717073,46.78702439,46.92970732,47.12314634,47.36978049,47.67156098,48.028,48.42717073,48.85717073,49.30753659,49.76985366,50.23619512,50.70058537
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.54534146,53.58819512,53.68873171,53.81943902,53.97126829,54.14317073,54.34153659,54.57373171,54.84319512,55.14390244,55.46887805,55.80765854,56.15034146
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.91658537,71.10707317,71.35229268,71.6445122,71.97560976,72.32841463,72.68192683,73.01817073,73.32221951,73.58707317,73.81378049,74.00890244,74.18797561
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.77173171,64.12878049,64.50636585,64.90002439,65.29663415,65.67846341,66.02973171,66.34014634,66.60453659,66.82131707,66.9955122,67.13521951,67.25717073
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.89929268,64.02609756,64.13760976,64.24039024,64.33743902,64.43236585,64.53129268,64.63782927,64.75404878,64.88102439,65.01821951,65.16360976,65.31358537
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.48141463,60.34619512,61.12053659,61.82931707,62.48517073,63.10063415,63.68958537,64.2637561,64.82792683,65.388,65.94446341,66.49180488,67.02058537
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.76043902,70.89858537,71.03668293,71.17543902,71.31443902,71.45334146,71.59370732,71.7375122,71.88270732,72.0317561,72.18263415,72.3352439,72.489
Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.59795122,68.654,68.72304878,68.80543902,68.90056098,69.00778049,69.12446341,69.24402439,69.36436585,69.4824878,69.59736585,69.70856098,69.81714634
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.6,72.84878049,73,73.05121951,73.30243902,73.50243902,73.9,74.20243902,74.30243902,74.45121951,74.60243902,74.85121951,75.1
Turkey,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.99836585,70.55185366,71.07309756,71.55987805,72.01112195,72.42836585,72.81573171,73.18192683,73.53419512,73.87609756,74.21119512,74.5404878,74.86243902
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.9715122,50.49678049,51.1594878,51.94665854,52.84078049,53.82534146,54.88426829,55.98765854,57.09717073,58.17595122,59.18170732,60.07465854,60.84643902
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.10936585,48.97280488,49.9127561,50.88878049,51.87136585,52.83992683,53.78785366,54.71763415,55.62439024,56.4917561,57.29653659,58.01753659,58.64797561
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.86341463,68.28707317,68.27560976,68.21073171,68.18536585,67.95682927,68.07756098,68.22219512,68.25146341,69.19,70.27560976,70.80926829,70.94414634
Upper middle income,UMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.2402825,71.59381863,71.92294717,72.22938367,72.50391051,72.73747942,72.95246348,73.15236031,73.3468357,73.55163264,73.74358012,73.95637706,74.15797921
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.66009756,74.87260976,75.08612195,75.29968293,75.51326829,75.72285366,75.92495122,76.11604878,76.29512195,76.46117073,76.61621951,76.76426829,76.90782927
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.63658537,76.73658537,76.83658537,76.98780488,77.33902439,77.33902439,77.58780488,77.83902439,77.93902439,78.0902439,78.54146341,78.64146341,78.74146341
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.94078049,67.02926829,67.10836585,67.18660976,67.26502439,67.34704878,67.43514634,67.52970732,67.63217073,67.74202439,67.8587561,67.98039024,68.104
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.58312195,70.63434146,70.72870732,70.8667561,71.04492683,71.25256098,71.47280488,71.68734146,71.88092683,72.04746341,72.18492683,72.29943902,72.40121951
"Venezuela, RB",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.44414634,72.57707317,72.72502439,72.88795122,73.06587805,73.25378049,73.44768293,73.63909756,73.82502439,74.0024878,74.17046341,74.33097561,74.4875122
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6195122,77.87317073,78.02439024,78.17317073,78.72439024,78.52439024,78.62439024,78.82439024,78.92439024,79.07317073,79.17317073,79.37317073,79.47317073
Vietnam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.63112195,73.87970732,74.1022439,74.2992439,74.4737561,74.62785366,74.76863415,74.90219512,75.03507317,75.1707561,75.31173171,75.45790244,75.60668293
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.555,67.93470732,68.29995122,68.65170732,68.99,69.31685366,69.6347561,69.94421951,70.24773171,70.54580488,70.83890244,71.12804878,71.41068293
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.90746341,71.09034146,71.26068293,71.42397561,71.58519512,71.74887805,71.9175122,72.09156098,72.27007317,72.45304878,72.6404878,72.82943902,73.01787805
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.69430412,67.98632695,68.23948121,68.49525161,68.80222979,69.03472242,69.33352728,69.59107646,69.82279621,70.07778809,70.31534978,70.56131033,70.77924335
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.48731707,69.81660976,70.12841463,70.42626829,70.71460976,70.99692683,71.27665854,71.55729268,71.83780488,72.12170732,72.40802439,72.69578049,72.98204878
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.45785366,60.68368293,60.904,61.11834146,61.32865854,61.53492683,61.73865854,61.93978049,62.13782927,62.33378049,62.52765854,62.7184878,62.90578049
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.83687805,54.57080488,53.44119512,52.5237561,51.8737561,51.55734146,51.61370732,51.9965122,52.63602439,53.46709756,54.3907561,55.29565854,56.09831707
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.35573171,46.67804878,47.01914634,47.3314878,47.59912195,47.82160976,48.01553659,48.2135122,48.43958537,48.69780488,48.98768293,49.30070732,49.62326829
